股票编号,上市年限,所属行业,所属概念板块
2640,8,制造业,预增;高送转概念;制造业单项冠军企业;核电;股权转让
2641,7,制造业,预减;5G;手机产业;超涨;涉矿;标普道琼斯概念;消费电子产业;射频及天线;员工持股;股票质押
2642,6,金融业,地方国企;标普道琼斯概念;国家队;预增;融资融券;MSCI大盘;融资融券标的
2643,7,制造业,网络游戏
2644,1,制造业,近端次新股;次新股
2645,11,住宿和餐饮业,预减;国家队;地方国企
2646,7,制造业,国家队;新材料;预增;轨道交通;超涨
2647,24,制造业,标普道琼斯概念;机床;预增;新材料;通用航空;超涨
2648,16,文化、体育和娱乐业,融资融券;标普道琼斯概念;融资融券标的;国家队;文化传媒概念;网络游戏;地方国企
2649,22,批发和零售业,预增;融资融券标的;融资融券
2650,15,制造业,网络彩票;央企;融资融券;融资融券标的
2651,19,综合,化妆品;重组
2652,1,制造业,虫害防治;次新股;预增
2653,7,信息传输、软件和信息技术服务业,预增;海绵城市;高送转概念;网络游戏;标普道琼斯概念;水利水电建设;大盘蓝筹
2654,1,制造业,盐湖提锂;次新股
2655,22,房地产业,一线龙头;举牌;国家队;标普道琼斯概念;融资融券标的;MSCI大盘;大盘蓝筹;地方国企;融资融券
2656,3,制造业,科技龙头;标普道琼斯概念;含可转债;重组;绿色节能照明;中小创蓝筹;MSCI中盘;珠三角;Micro LED;并购阶段(需定增)
2657,22,制造业,超涨;小盘成长;一带一路;融资融券;CDM项目;标普道琼斯概念;国家队;丝绸之路;西部水泥;央企;水泥;融资融券标的
2658,9,制造业,供应链金融;新材料;互联网金融
2659,8,制造业,核电;行业龙头;ST概念;央企;*ST;挖掘机;大央企重组;债转股;国家队;中字头;高端装备制造
2660,3,制造业,举牌;工业4.0
2661,8,制造业,融资融券标的;融资融券;标普道琼斯概念;尾气治理;股权转让;甲醇;国家队;行业龙头;大盘蓝筹
2662,21,交通运输、仓储和邮政业,预增;成渝特区;一带一路
2663,8,信息传输、软件和信息技术服务业,网络游戏;预增;高送转概念;标普道琼斯概念;大消费;一线龙头;护城河;电子竞技;虚拟现实;网红经济;股票质押
2664,8,租赁和商务服务业,可转债;文化传媒概念;征信;融资融券;融资融券标的;预增;超涨;国家队;互联网营销
2665,3,制造业,OLED;OLED材料;新型显示技术;手机屏幕
2666,22,房地产业,预增;融资融券;增持;大盘蓝筹;成渝特区;国家队;融资融券标的;标普道琼斯概念
2667,7,制造业,标普道琼斯概念;预增;股票质押;中小创蓝筹;维生素;超涨;预减
2668,25,房地产业,央企;标普道琼斯概念;融资融券标的;重组;融资融券
2669,21,制造业,国家队;低价小市值;乙醇汽油;地方国企
2670,11,制造业,新能源汽车;制造业单项冠军企业;基金重仓(季调);标普道琼斯概念;超涨;尾气治理;养老金概念
2671,8,租赁和商务服务业,互联网营销;员工持股;高送转概念;国家队;超涨
2672,24,制造业,并购阶段(需定增);十大军工集团;安防监控;基金重仓(季调);融资融券标的;预减;智慧城市;融资融券;央企;军民融合;大飞机
2673,3,制造业,吉利概念;无人驾驶;预增;小盘成长;国产化创新
2674,8,制造业,预增;金融改革;出口型企业;人民币贬值
2675,8,制造业,苹果;摄像头;基金重仓(季调);高送转概念;传感器;手机外壳;移动互联网;手机屏幕;标普道琼斯概念;液晶显示;数字中国;虚拟现实;融资融券标的;智能手表;护城河;股票质押;小米产业链;OLED;科技龙头;触摸屏;珠三角;新型显示技术;消费电子产业;国家队;超涨;行业龙头;5G应用;无人驾驶;3D传感;融资融券;员工持股;生物识别
2676,24,交通运输、仓储和邮政业,葡萄酒;重组;预减;地方国企
2677,11,制造业,央企;大飞机;磷酸铁锂电池;锂电池;十大军工集团;航母;国家队;重组;标普道琼斯概念;融资融券标的;融资融券
2678,24,水利、环境和公共设施管理业,并购阶段(需定增);股票质押;垃圾发电;标普道琼斯概念
2679,4,制造业,国家队;网络游戏;重组;新材料
2680,3,电力、热力、燃气及水生产和供应业,地方国企;污水处理;标普道琼斯概念
2681,3,制造业,国家队;可转债
2682,17,建筑业,地方国企;含可转债;PPP;涉矿;融资融券;融资融券标的;标普道琼斯概念;西藏振兴
2683,12,文化、体育和娱乐业,并购阶段(需定增);文化传媒概念;IP流量变现;影视;融资融券;融资融券标的;保底增持;可转债
2684,3,信息传输、软件和信息技术服务业,增持
2685,1,制造业,近端次新股;次新股;标普道琼斯概念
2686,2,制造业,二线龙头;科技龙头;浦东新区;绿色节能照明;标普道琼斯概念
2687,1,制造业,次新股;近端次新股;工业4.0;预减
2688,8,交通运输、仓储和邮政业,参股金融;成渝特区;员工持股;民营银行;预增;电动物流车;股票质押
2689,10,电力、热力、燃气及水生产和供应业,员工持股;超涨;成渝特区;LNG;低价小市值;土地流转;股票质押;美丽中国
2690,8,制造业,增持;股票质押;环保概念;新材料;PPP;员工持股;PM2.5
2691,11,建筑业,预增;钢结构;超涨;特色小镇;标普道琼斯概念;装配式建筑
2692,8,制造业,国家队;含可转债;超涨;智能电网;风力发电;小盘成长;充电桩
2693,19,房地产业,融资融券;大盘蓝筹;低价小市值;雄安新区;地方国企;超涨;国家队;融资融券标的;天津自贸区;天津市国资
2694,25,制造业,*ST;上海国资改革;氟化工;ST概念;CDM项目;超涨;国家队;预减
2695,18,制造业,机器视觉;虚拟现实;融资融券标的;食品安全;融资融券;太赫兹;期货概念;预增;激光
2696,8,制造业,车联网;超涨;轨道交通;虚拟现实;卫星导航
2697,22,房地产业,上海自贸区;预减;浦东新区;大盘蓝筹;标普道琼斯概念;小盘成长;地方国企;新型城镇化;上海国资改革;迪士尼
2698,24,综合,地方国企;国家队;融资融券标的;融资融券;江苏省国资
2699,16,制造业,地方国企;含H股的A股;国家队;标普道琼斯概念;MSCI大盘;护城河;融资融券;可转债;融资融券标的;行业龙头
2700,7,制造业,机器人;工业4.0;机床;举牌
2701,3,制造业,重组;超涨;智能电网;轨道交通;并购阶段(需定增)
2702,1,制造业,近端次新股;次新股
2703,2,制造业,基金重仓(季调);含可转债;长三角;二线龙头;行业龙头;大消费;可转债;标普道琼斯概念
2704,18,批发和零售业,股权转让;重组;ST;ST概念;长吉图板块;并购阶段(需定增)
2705,21,制造业,东北振兴;国企混改;央企;国家队
2706,2,制造业,预增;小盘成长;标普道琼斯概念
2707,7,制造业,CAR-T疗法;超涨;污水处理;干细胞;生物疫苗;浦东新区;基因检测;环保概念;预减
2708,8,文化、体育和娱乐业,文化传媒概念;网络游戏;在线教育;股票质押;IP流量变现;职业教育
2709,11,文化、体育和娱乐业,东北振兴;融资融券;国家队;文化传媒概念;地方国企;融资融券标的;超涨
2710,4,制造业,预增;乳业;国家队
2711,24,批发和零售业,护城河;国家队;标普道琼斯概念;融资融券标的;O2O;融资融券;地方国企;预增
2712,1,制造业,高送转概念;机器人;5G应用;超涨
2713,21,制造业,地方国企;融资融券标的;大飞机;预增;融资融券
2714,2,信息传输、软件和信息技术服务业,大数据;国产软硬件;云计算;预增;超涨;高送转概念
2715,22,制造业,芯片国产化;车联网;智能穿戴;员工持股;阿里巴巴概念;股票质押;3D传感;智能家居;虚拟现实
2716,2,文化、体育和娱乐业,江苏省国资;影视;打板;文化传媒概念;地方国企
2717,8,制造业,触摸屏;含可转债;OLED;可转债
2718,14,制造业,医保概念;地方国企;小盘成长;医疗改革
2719,10,制造业,融资融券标的;标普道琼斯概念;预增;音乐产业;水利水电建设;移动互联网入口;融资融券;核电;股票质押;一带一路;国家队
2720,8,制造业,国家队;股权转让;一带一路
2721,6,制造业,医疗器械;超涨
2722,9,制造业,高送转概念;锂电池;高铁;合同能源管理;锂电负极;石墨烯;超涨
2723,3,制造业,医疗改革
2724,1,制造业,含可转债;次新股
2725,26,制造业,浦东新区;外资并购
2726,6,制造业,科技龙头;MSCI中盘;虚拟现实;基金重仓(季调);高送转概念;绿色节能照明;5G应用;含可转债;大盘蓝筹;中小创蓝筹;员工持股;一线龙头;股票质押;小米产业链;Micro LED;行业龙头
2727,19,制造业,*ST;预减;成渝特区;ST概念
2728,1,文化、体育和娱乐业,次新股;预增;体育
2729,8,制造业,养老产业;并购阶段(需定增);股票质押;制造业单项冠军企业;预增
2730,19,制造业,调味品;地方国企;超涨;北部湾自贸区
2731,9,信息传输、软件和信息技术服务业,网络优化;科技龙头;世界杯;移动互联网入口;PPP;核高基;国家队;员工持股;超涨;融资融券标的;融资融券;移动互联网
2732,22,制造业,
2733,4,制造业,打板;股票质押;国家队;体外诊断;医疗改革;医疗器械
2734,11,制造业,互联网金融;标普道琼斯概念;股票质押;苹果;金融科技;移动支付;融资融券标的;智能IC卡;数字货币;融资融券;区块链;国家队
2735,7,制造业,激光;超涨;富士康概念;3D打印
2736,7,制造业,制造业单项冠军企业;保底增持;氢能;员工持股;燃料电池;体育;冷链物流;股票质押
2737,8,信息传输、软件和信息技术服务业,行业龙头;并购阶段(需定增);超涨;珠三角;标普道琼斯概念;可转债;智慧停车;科技龙头
2738,7,制造业,垃圾发电;石墨烯;标普道琼斯概念
2739,22,制造业,地方国企;建筑节能
2740,6,制造业,蓝宝石;重组;中小创蓝筹;基金重仓(季调);并购阶段(需定增);绿色节能照明;二线龙头;超涨;Micro LED
2741,12,制造业,动力电池;超涨;含可转债;MSCI中盘;融资融券;护城河;融资融券标的;电动物流车;标普道琼斯概念;锂电池;行业龙头;磷酸铁锂电池
2742,1,租赁和商务服务业,大数据;次新股;超涨
2743,14,制造业,标普道琼斯概念;超导
2744,2,制造业,反关税
2745,4,制造业,轨道交通;重组;超涨;制造业单项冠军企业;标普道琼斯概念;高铁
2746,3,制造业,雄安新区;出口型企业
2747,20,电力、热力、燃气及水生产和供应业,并购阶段(需定增);风力发电;新能源;光伏;借壳上市;预减;借壳上市(MA);一带一路
2748,2,金融业,可转债;含可转债;标普道琼斯概念
2749,21,制造业,河北省国资;MSCI大盘;雄安新区;标普道琼斯概念;地方国企;京津冀一体化;融资融券标的;融资融券
2750,3,水利、环境和公共设施管理业,地方国企
2751,7,金融业,国家队;融资融券标的;预增;标普道琼斯概念;地方国企;融资融券;江苏省国资;债转股;MSCI大盘
2752,1,制造业,预增;次新股;超涨
2753,22,制造业,蓝宝石;半导体材料;集成电路;国产化创新;员工持股;白马股;5G应用;数字中国;消费电子产业;半导体分立器件;标普道琼斯概念;Micro LED;MSCI大盘;预减;基金重仓(季调);半导体产业;新型显示技术;科技龙头;绿色节能照明;虚拟现实;超涨;护城河;并购阶段(需定增);国家大基金;融资融券;大盘蓝筹;一线龙头;国家队;融资融券标的;行业龙头
2754,25,制造业,标普道琼斯概念;融资融券标的;小盘成长;地方国企;水泥;融资融券
2755,3,租赁和商务服务业,文化传媒概念;影视;互联网营销;超涨
2756,22,制造业,摘帽;股权转让
2757,22,电力、热力、燃气及水生产和供应业,标普道琼斯概念;股票质押;国家队;东北振兴;LNG
2758,14,建筑业,上海本地重组;国家队;标普道琼斯概念;浦东新区;地方国企;上海自贸区;预增;融资融券;迪士尼;上海国资改革;融资融券标的
2759,4,制造业,合资企业;国产化创新;标普道琼斯概念
2760,1,制造业,新材料;国产化创新;近端次新股;含可转债;次新股
2761,15,制造业,二线龙头;护城河;员工持股;国家队;融资融券标的;超涨;可转债;预增;医保概念;仿制药;融资融券;大消费;MSCI中盘;超级细菌;标普道琼斯概念
2762,1,制造业,次新股;消费电子产业;TWS耳机
2763,3,制造业,合资企业;医疗器械;超涨;预增
2764,8,制造业,增持;员工持股
2765,21,制造业,预减;新疆振兴;标普道琼斯概念;重组;可转债;地方国企;水利水电建设;小盘成长
2766,10,制造业,网络优化;网络游戏;宽带提速;超涨;员工持股;东北振兴;军民融合;移动互联网
2767,11,制造业,股票质押;民营医院;超涨;医疗改革
2768,7,制造业,员工持股;国家队;融资融券;股票质押;国产软硬件;融资融券标的
2769,2,制造业,最小市值;超涨
2770,8,制造业,广东省国资;借壳上市;出口型企业;液晶显示;员工持股;绿色节能照明;超涨;基金重仓(季调);地方国企;广东国资改革;新型显示技术;半导体分立器件;标普道琼斯概念
2771,21,金融业,融资融券;国家队;MSCI大盘;浦东新区;标普道琼斯概念;央企;融资融券标的;预增;证金概念
2772,18,制造业,标普道琼斯概念;广东省国资;光纤;宽带提速;地方国企;含可转债;深圳市国资;可转债;光通信;高送转概念;珠三角
2773,24,制造业,医保概念;维生素;医疗改革;超涨;国家队;肺炎概念;地方国企;河北省国资;抗生素;预增
2774,1,制造业,
2775,2,建筑业,含可转债;标普道琼斯概念
2776,4,制造业,人民币贬值;国家队;预减
2777,2,制造业,预减;合资企业;高送转概念
2778,3,制造业,小盘成长;国家队
2779,16,制造业,大盘蓝筹;轨道交通;融资融券;超涨;预增;标普道琼斯概念;高铁;国家队;融资融券标的;机器人;员工持股
2780,8,制造业,电动物流车;轨道交通;超级电容;超涨;高铁
2781,10,信息传输、软件和信息技术服务业,融资融券标的;动漫;员工持股;在线教育;股票质押;5G应用;超涨;标普道琼斯概念;华为概念;移动互联网;文化传媒概念;融资融券;网络游戏
2782,3,文化、体育和娱乐业,高送转概念;基金重仓(季调);并购阶段(需定增);文化传媒概念;IP流量变现
2783,2,制造业,
2784,2,制造业,军民融合;南北船合并
2785,15,交通运输、仓储和邮政业,一线龙头;白马股;基金重仓(季调);融资融券标的;标普道琼斯概念;广东省国资;珠三角;陆股通50;粤港澳自贸区;融资融券;地方国企;国家队;MSCI中盘
2786,22,房地产业,举牌;超涨;外资并购
2787,8,信息传输、软件和信息技术服务业,智能交通;电子政务;股票质押;雄安新区;智慧医疗;卫星导航;智慧停车;智慧城市
2788,4,制造业,超涨;参股宁德时代;医疗器械;员工持股;独角兽概念
2789,3,制造业,超涨;含可转债;可转债;标普道琼斯概念;养老金概念
2790,18,交通运输、仓储和邮政业,预增;融资融券标的;珠三角;融资融券;国家队;国企混改;三沙;通用航空;大飞机
2791,1,制造业,打板;次新股;近端次新股
2792,1,水利、环境和公共设施管理业,雄安新区;污水处理;标普道琼斯概念;环保概念
2793,19,交通运输、仓储和邮政业,中日韩自贸区;国家队;中朝经济特区;原油储运;含B股的A股;预增;一带一路
2794,17,制造业,融资融券标的;融资融券
2795,2,制造业,
2796,7,信息传输、软件和信息技术服务业,高送转概念;浦东新区;融资融券;医保概念;股票质押;医疗改革;超涨;智慧城市;智慧医疗;健康中国;国产软硬件;融资融券标的;国家队
2797,17,房地产业,护城河;融资融券;大盘蓝筹;雄安新区;MSCI中盘;地方国企;国家队;融资融券标的;新型城镇化
2798,12,制造业,行业龙头;重组;聚碳酸酯;新型煤化工;地方国企;标普道琼斯概念
2799,2,制造业,传感器;超涨;高送转概念
2800,22,制造业,外资并购;基金重仓(季调);MSCI中盘;白酒;标普道琼斯概念;合资企业
2801,18,制造业,地方国企;参股宁德时代;标普道琼斯概念
2802,9,制造业,抗癌;肺炎概念;国产化创新;CAR-T疗法;预减;员工持股;基因检测;体外诊断;创新药
2803,3,制造业,粤港澳大湾区;航母;军民融合;通用航空
2804,19,制造业,融资融券标的;融资融券;央企;预增;国家队;新能源汽车;标普道琼斯概念;电动物流车;新能源整车
2805,2,制造业,芯片国产化;3D传感;半导体产业;人工智能;国产化创新;军民融合;核高基
2806,22,租赁和商务服务业,含B股的A股;预增;地方国企;深圳市国资;电子竞技;珠三角;广东省国资;标普道琼斯概念;国家队
2807,1,制造业,预增;超涨;高送转;次新股
2808,14,制造业,标普道琼斯概念;国产化创新;预减;预增;超涨;MSCI中盘;中小创蓝筹;创新药;员工持股;股票质押;二线龙头;维生素
2809,18,批发和零售业,国家队;东北振兴;中日韩自贸区;锂电池;地方国企;中朝经济特区;氢能
2810,11,制造业,国家队;并购阶段(需定增);迪士尼;健康中国;预增;外资并购;涉矿;合资企业
2811,17,采矿业,小盘成长;浦东新区;央企
2812,22,制造业,股权转让;东北振兴;借壳上市;摘帽;重组
2813,4,制造业,含可转债;装饰园林;股票质押;国家队;预减;员工持股
2814,22,金融业,MSCI大盘;大盘蓝筹;证金概念;可转债;融资融券标的;融资融券;国家队;金控平台;标普道琼斯概念
2815,22,电力、热力、燃气及水生产和供应业,标普道琼斯概念;融资融券;河北省国资;雄安新区;地方国企;融资融券标的;火电;国家队;京津冀一体化
2816,6,制造业,重组
2817,1,制造业,特斯拉;近端次新股;预减;次新股;超涨
2818,21,制造业,大飞机;十大军工集团;高端装备制造;国家队;央企;MSCI中盘;预增;航母;航空发动机;基金重仓(季调);标普道琼斯概念;融资融券标的;融资融券;通用航空
2819,7,制造业,标普道琼斯概念;员工持股;大盘蓝筹
2820,4,制造业,国产化创新;出口型企业;预增;超涨;含可转债;员工持股
2821,17,批发和零售业,赛马;新零售;国家队
2822,18,制造业,重组;葡萄酒;并购阶段(需定增);摘帽
2823,7,制造业,预增;高送转概念;员工持股
2824,1,电力、热力、燃气及水生产和供应业,地方国企;环保概念;含可转债;污水处理
2825,1,信息传输、软件和信息技术服务业,安防监控;超涨
2826,16,信息传输、软件和信息技术服务业,知识产权;国家队;标普道琼斯概念;自主可控;央企;核高基;融资融券;消费电子产业;国产软硬件;云计算;中字头;操作系统;集成电路;5G应用;融资融券标的
2827,11,制造业,国家队
2828,1,制造业,次新股;超涨;近端次新股
2829,1,制造业,次新股
2830,16,建筑业,雄安新区;股票质押;预增;钢结构;装配式建筑;国家队;超涨
2831,17,制造业,东北振兴;预增;地方国企
2832,1,信息传输、软件和信息技术服务业,次新股;超涨;密码学;网络安全
2833,1,制造业,含可转债;次新股;预增
2834,20,制造业,增持;预增;员工持股;举牌
2835,22,批发和零售业,期货概念;行业龙头;大盘蓝筹;员工持股;地方国企;汽车后市场;融资融券;护城河;标普道琼斯概念;融资融券标的;国家队;一线龙头
2836,22,制造业,重组;地方国企;土地流转
2837,11,制造业,预增;股票质押;5G应用;融资融券标的;标普道琼斯概念;物联网;芯片国产化;超涨;卫星导航;融资融券;国家大基金;集成电路;高端装备制造;国产软硬件
2838,22,制造业,最小市值;舟山新区;举牌
2839,8,信息传输、软件和信息技术服务业,标普道琼斯概念;轨道交通;合同能源管理;智能家居;股票质押;员工持股;建筑节能;智慧医疗;PPP;高铁
2840,3,制造业,超涨;重组;国家队
2841,18,电力、热力、燃气及水生产和供应业,地方国企;国家队;江苏省国资;标普道琼斯概念
2842,22,采矿业,预增;基金重仓(季调);融资融券;标普道琼斯概念;融资融券标的;股票质押
2843,1,制造业,预增
2844,8,制造业,股票质押;军民融合;炭黑;增持
2845,18,信息传输、软件和信息技术服务业,ST;员工持股;智能交通;移动互联网;智慧城市;车联网;超涨;低价小市值;移动支付;电子商务;国家队;阿里巴巴概念;东北振兴
2846,15,制造业,国家队;特高压;预减;融资融券;融资融券标的;标普道琼斯概念;智能电网
2847,11,信息传输、软件和信息技术服务业,智能电视;员工持股;虚拟现实;互联网营销;影视;文化传媒概念;超涨;动漫;IP流量变现
2848,7,制造业,白马股;制造业单项冠军企业
2849,9,房地产业,粤港澳大湾区;并购阶段(需定增);特色小镇;标普道琼斯概念;国家队;预减
2850,16,信息传输、软件和信息技术服务业,国产软硬件;预增;小程序;互联网金融;参股消费金融;员工持股
2851,20,批发和零售业,融资融券;融资融券标的;员工持股;第三方支付;标普道琼斯概念;电子商务;O2O;国家队;增持
2852,3,制造业,预减;锂电池;锂电电解液;高校;半导体材料;动力电池
2853,6,信息传输、软件和信息技术服务业,智慧医疗;金融科技;并购阶段(需定增);超涨;员工持股;国产软硬件;云计算;预增;大数据;股票质押
2854,8,批发和零售业,锂电池;电子商务;员工持股;黄金珠宝;互联网金融;预增
2855,24,采矿业,融资融券;地方国企;标普道琼斯概念;国家队;融资融券标的
2856,8,制造业,工业气体;地方国企;标普道琼斯概念;金控平台;国家队;半导体材料;制造业单项冠军企业;预增
2857,1,制造业,制造业单项冠军企业;工业4.0;次新股
2858,3,信息传输、软件和信息技术服务业,网红经济;智能电视;虚拟现实;文化传媒概念;互联网营销;体育
2859,8,信息传输、软件和信息技术服务业,员工持股;科技龙头;虚拟现实;PPP;物联网;车联网;股票质押;移动互联网;国家队;珠三角;超涨;数字中国;安防监控;工业互联网;5G应用
2860,11,信息传输、软件和信息技术服务业,标普道琼斯概念;东北振兴;移动互联网;股权转让
2861,18,采矿业,融资融券标的;国家队;基金重仓(季调);一线龙头;融资融券;MSCI大盘;标普道琼斯概念;地方国企;煤电重组
2862,8,批发和零售业,行业龙头;股票质押;MSCI大盘;基金重仓(季调);融资融券;超涨;基金减持;新零售;融资融券标的;社保重仓;CDR概念;标普道琼斯概念
2863,21,制造业,ST;车联网;新能源汽车;低价小市值;安防监控;无人驾驶;机器人;科技龙头;虚拟现实
2864,1,制造业,近端次新股;打板;染料;预减;次新股
2865,8,制造业,高端装备制造;标普道琼斯概念;员工持股;融资融券标的;融资融券;高铁;轨道交通
2866,22,制造业,东北振兴;医保概念;流感;超级细菌;地方国企;维生素;医疗改革;肺炎概念
2867,6,制造业,员工持股;股票质押;阿里巴巴概念;融资融券;国家队;跨境电商;民营银行;预减;O2O;融资融券标的
2868,8,制造业,通用航空;低价小市值;航空发动机;甲醇
2869,9,批发和零售业,员工持股;成渝特区
2870,7,制造业,电路板;预增;员工持股;融资融券;超涨;融资融券标的;智能手表;国家队;智能穿戴;消费电子产业
2871,25,批发和零售业,上海国资改革;国家队;预减;地方国企;迪士尼;小盘成长;举牌;超涨
2872,7,信息传输、软件和信息技术服务业,预增;虚拟现实;基金重仓(季调);360概念;行业龙头;护城河;数字中国;可转债;5G应用;影视;标普道琼斯概念;白马股;大消费;大盘蓝筹;股票质押;基金增仓;中小创蓝筹;超涨;网络游戏;一线龙头;员工持股
2873,7,制造业,PPP;OLED;污水处理;超涨
2874,11,制造业,移动互联网;4G;网络优化;超涨
2875,22,水利、环境和公共设施管理业,一带一路;丝绸之路;地方国企
2876,2,制造业,预增;高送转概念
2877,2,制造业,预增
2878,18,建筑业,参股消费金融;融资融券;预增;大盘蓝筹;股票质押;大数据;员工持股;标普道琼斯概念;PPP;MSCI中盘;融资融券标的;社保重仓;国家队
2879,1,信息传输、软件和信息技术服务业,国产软硬件;超涨;消费电子产业
2880,8,制造业,超涨;股票质押;国家队;股权转让;Micro LED;绿色节能照明
2881,22,制造业,地方国企;护城河;MSCI中盘;基金重仓(季调);科技园区;融资融券标的;国家队;标普道琼斯概念;基金重仓;融资融券;基金增仓;大消费;医保概念;东北振兴;生物疫苗;长吉图板块;干细胞
2882,1,制造业,次新股;集成电路;超涨;电路板;合资企业
2883,6,制造业,在线教育
2884,21,水利、环境和公共设施管理业,含B股的A股;标普道琼斯概念;地方国企
2885,2,制造业,高送转概念;风力发电;预增
2886,6,制造业,员工持股;国家队;消费电子产业;汽车胎压监测
2887,1,制造业,5G;次新股;光纤;宽带提速;超涨
2888,11,金融业,可转债;融资融券;标普道琼斯概念;股票质押;融资融券标的;MSCI中盘;国家队
2889,7,制造业,OLED材料;标普道琼斯概念;新型显示技术;OLED;体外诊断;高送转概念;超涨;国资改革;手机屏幕
2890,22,电力、热力、燃气及水生产和供应业,LNG;地方国企;预减;南京市国资;江苏省国资
2891,21,电力、热力、燃气及水生产和供应业,预减;金控平台;央企
2892,14,制造业,外资并购;制造业单项冠军企业;标普道琼斯概念;超涨;特斯拉;基金重仓(季调);股票质押
2893,7,制造业,国家队;肺炎概念;抗癌;高送转概念;抗生素
2894,3,制造业,股票质押;国家队
2895,11,制造业,医保概念;超涨;预增;医疗改革;独家药
2896,8,制造业,MSCI大盘;抗核辐射;央企;融资融券;超涨;国家队;融资融券标的;军民融合;大消费;标普道琼斯概念;行业龙头;护城河;国资改革
2897,22,制造业,粤港澳自贸区;重组;*ST;港珠澳大桥;粤港澳大湾区;ST概念;外资并购
2898,4,制造业,绿色节能照明;国家队;股票质押;股权转让
2899,12,制造业,机器人;标普道琼斯概念;国家队;融资融券标的;融资融券;人工智能;工业4.0
2900,14,制造业,融资融券;国产化创新;地方国企;护城河;医保概念;国家队;融资融券标的;大盘蓝筹;标普道琼斯概念;MSCI中盘;创新药
2901,18,制造业,新型煤化工;甲醇;地方国企
2902,22,电力、热力、燃气及水生产和供应业,火电;增持;MSCI大盘;煤电重组;国家队;标普道琼斯概念;护城河;证金概念;大央企重组;融资融券;行业龙头;大盘蓝筹;国资改革;融资融券标的;陆股通50;央企
2903,1,制造业,维生素;次新股
2904,7,信息传输、软件和信息技术服务业,ST概念;重组;*ST;股票质押;预减;互联网金融;浦东新区
2905,8,制造业,标普道琼斯概念;基金重仓(季调);可转债;民营银行;护城河;长三角;MSCI大盘;光伏;行业龙头;智能电网;融资融券;大盘蓝筹;融资融券标的
2906,4,水利、环境和公共设施管理业,标普道琼斯概念;超涨;含可转债;医废处理;环保概念;可转债
2907,10,批发和零售业,新零售;O2O;员工持股;阿里巴巴概念;世界杯;电子商务;重组
2908,1,制造业,超涨;次新股;半导体产业;半导体分立器件;国产化创新
2909,11,制造业,国家队;数字货币;融资融券;国产软硬件;网络彩票;世界杯;电子政务;标普道琼斯概念;融资融券标的
2910,8,制造业,融资融券标的;医疗器械;医保概念;国家队;融资融券;肺炎概念
2911,15,制造业,地热能;融资融券标的;陆股通50;大盘蓝筹;合同能源管理;预增;国家队;融资融券;制造业单项冠军企业
2912,7,批发和零售业,融资融券;国家队;上海国资改革;融资融券标的;O2O;地方国企
2913,6,电力、热力、燃气及水生产和供应业,含可转债;国家队;小盘成长;垃圾发电
2914,1,制造业,次新股;绿色节能照明
2915,7,制造业,融资融券标的;地热能;员工持股;融资融券
2916,24,房地产业,涉矿;航空发动机
2917,20,制造业,冷链物流;地热能;融资融券;白马股;融资融券标的;地方国企
2918,1,建筑业,环保概念;次新股;装饰园林
2919,1,制造业,次新股;安防监控
2920,1,制造业,超涨
2921,2,批发和零售业,
2922,17,制造业,重组;地方国企;预增;天津市国资;医保概念;国家队
2923,9,信息传输、软件和信息技术服务业,超涨;移动互联网;华为概念;重组;5G;网络优化;网络规划建设;4G
2924,7,制造业,行业龙头;中小创蓝筹;护城河;珠三角;员工持股;MSCI中盘;标普道琼斯概念;基金重仓(季调);大消费
2925,8,制造业,核电;最小市值;国家队;预增
2926,25,交通运输、仓储和邮政业,上海本地重组;迪士尼;预减;上海自贸区;上海国资改革;地方国企;融资融券标的;浦东新区;融资融券
2927,22,金融业,央企;标普道琼斯概念;行业龙头;金控平台
2928,2,建筑业,核电;标普道琼斯概念;国企混改;国家队;中字头;MSCI大盘;含可转债
2929,6,制造业,员工持股;人工智能;制造业单项冠军企业;机器人;机器视觉;国家队;工业4.0;超涨;虚拟现实
2930,22,房地产业,大盘蓝筹;QFII重仓;标普道琼斯概念;MSCI中盘;员工持股;特色小镇;国家队;融资融券标的;融资融券
2931,8,制造业,员工持股;苹果;国家队;装配式建筑;合资企业
2932,1,交通运输、仓储和邮政业,粤港澳自贸区;次新股
2933,8,制造业,基金重仓(季调);融资融券标的;员工持股;石墨烯;蔚来汽车;融资融券;标普道琼斯概念;举牌;国家队;中小创蓝筹;国产化创新;长三角;股票质押;OLED;一线龙头;虚拟现实;证金概念;护城河
2934,20,金融业,预增;雄安新区;融资融券;标普道琼斯概念;京津冀一体化;参股金融;融资融券标的
2935,17,制造业,预增;并购阶段(需定增);重组;行业龙头;东北振兴;二线龙头;券商重仓;标普道琼斯概念;大盘蓝筹
2936,2,制造业,高送转概念;医保概念
2937,20,制造业,京津冀一体化;融资融券标的;融资融券;锂电池;央企;雄安新区;预增;光伏
2938,15,制造业,预增;股票质押;标普道琼斯概念;人民币贬值
2939,18,制造业,东北振兴;央企
2940,1,制造业,次新股
2941,14,制造业,并购阶段(需定增);含可转债;地方国企
2942,2,制造业,OLED材料;手机屏幕;液晶显示;制造业单项冠军企业;预增;新型显示技术
2943,3,采矿业,
2944,10,制造业,含可转债;标普道琼斯概念;虫害防治;小盘成长;可转债;出口型企业;高校;国家队
